athlete_id,event,is_outdoor,year,age,result,wind,placement,club,date,venue,competition,competition_key,is_approved,rejection_reason
10031784,400 meter,True,2025,11,"1,30,67",,4,Fredrikstad IF,2025-06-10,Sentralidrettsanlegget i Fredrikstad,"Fredrikstad, Karusellstevne 3","2025-06-10|Sentralidrettsanlegget i Fredrikstad|Fredrikstad, Karusellstevne 3",True,
10031784,"Lengde (Sone 0,5m)",True,2025,11,"2,80(ok)",,5,Fredrikstad IF,2025-06-10,Sentralidrettsanlegget i Fredrikstad,"Fredrikstad, Karusellstevne 3","2025-06-10|Sentralidrettsanlegget i Fredrikstad|Fredrikstad, Karusellstevne 3",True,
10031784,Spyd 400gram,True,2025,11,"7,35",,6,Fredrikstad IF,2025-06-10,Sentralidrettsanlegget i Fredrikstad,"Fredrikstad, Karusellstevne 3","2025-06-10|Sentralidrettsanlegget i Fredrikstad|Fredrikstad, Karusellstevne 3",True,
53858,1500 meter,True,1960,30,"3,54,0",,1,Askim Idrettsforening,1960-06-03,,Oslo/Bi,,True,
53858,1 mile,True,1955,25,"4,19,4",,1,Lunner IL,1955-07-27,,Sarpsborg,,True,
53858,3000 meter,True,1957,27,"8,20,0",,3,IL i BUL,1957-07-31,,Oslo/Bi,,True,
53858,5000 meter,True,1955,25,"14,38,8",,3,Lunner IL,1955-07-14,,Oslo/Bi,,True,
53858,10000 meter,True,1955,25,"31,34,6",,1,Lunner IL,1955-08-12,,Oslo/Bi,,True,
53858,"3000 meter hinder (91,4cm)",True,1961,31,"9,49,0",,1,Askim Idrettsforening,1961-08-09,,Sarpsborg,,True,
40209,60 meter,False,2016,12,"9,71",,3-h1,Ready,2016-12-03,Bærum Idrettspark,"Bærum, Julestevnet","2016-12-03|Bærum Idrettspark|Bærum, Julestevnet",True,
10005224,60 meter,True,2022,13,"9,69","+1,5",3-h7,Selje IL,2022-08-10,Stryn Stadion,"Stryn, 60 meter Proffveka","2022-08-10|Stryn Stadion|Stryn, 60 meter Proffveka",True,
22247,"Diskos 2,0kg",True,2014,36,"26,73",,4,IL Fri,2014-04-26,Skansemyren Idrettsplass,"Bergen, Kastkarusell 1","2014-04-26|Skansemyren Idrettsplass|Bergen, Kastkarusell 1",True,
22247,"Diskos 2,0kg",True,2014,36,"26,42",,4,IL Fri,2014-06-21,Ravnanger Idrettspark,"Ravnanger, NM Veteran 2014","2014-06-21|Ravnanger Idrettspark|Ravnanger, NM Veteran 2014",True,
22247,"Diskos 2,0kg",True,2014,36,"26,29",,5,IL Fri,2014-07-08,Skansemyren Idrettsplass,"Bergen, Kastkarusell 3","2014-07-08|Skansemyren Idrettsplass|Bergen, Kastkarusell 3",True,
22247,"Diskos 2,0kg",True,2014,36,"24,71",,2,IL Fri,2014-06-26,Knarvik Stadion,"Knarvik, Seriestevne","2014-06-26|Knarvik Stadion|Knarvik, Seriestevne",True,
22247,"Slegge 7,26kg/121,5cm",True,2014,36,"20,25",,3,IL Fri,2014-08-26,Skansemyren Idrettsplass,"Bergen, Kastkarusell 7","2014-08-26|Skansemyren Idrettsplass|Bergen, Kastkarusell 7",True,
22247,"Slegge 7,26kg/121,5cm",True,2014,36,"18,89",,5,IL Fri,2014-07-08,Skansemyren Idrettsplass,"Bergen, Kastkarusell 3","2014-07-08|Skansemyren Idrettsplass|Bergen, Kastkarusell 3",True,
22247,"Slegge 7,26kg/121,5cm",True,2014,36,"18,83",,1,IL Fri,2014-06-26,Knarvik Stadion,"Knarvik, Seriestevne","2014-06-26|Knarvik Stadion|Knarvik, Seriestevne",True,
22247,Spyd 800gram,True,2014,36,"40,16",,2,IL Fri,2014-04-26,Skansemyren Idrettsplass,"Bergen, Kastkarusell 1","2014-04-26|Skansemyren Idrettsplass|Bergen, Kastkarusell 1",True,
22247,Spyd 800gram,True,2014,36,"39,35",,1,IL Fri,2014-06-22,Ravnanger Idrettspark,"Ravnanger, NM Veteran 2014","2014-06-22|Ravnanger Idrettspark|Ravnanger, NM Veteran 2014",True,
22247,Spyd 800gram,True,2014,36,"38,78",,1,IL Fri,2014-07-08,Skansemyren Idrettsplass,"Bergen, Kastkarusell 3","2014-07-08|Skansemyren Idrettsplass|Bergen, Kastkarusell 3",True,
22247,Spyd 800gram,True,2014,36,"38,44",,1,IL Fri,2014-06-26,Knarvik Stadion,"Knarvik, Seriestevne","2014-06-26|Knarvik Stadion|Knarvik, Seriestevne",True,
10028674,60 meter,True,2025,11,"10,22","-1,6",2,Fredrikstad IF,2025-05-03,Askim Stadion,"Askim, Askimlekene","2025-05-03|Askim Stadion|Askim, Askimlekene",True,
10028674,60 meter,True,2025,11,"10,41","-4,2",1-h1,Fredrikstad IF,2025-05-01,Ås Stadion,"Ås, Smart Energi Åpningsstevnet 2025","2025-05-01|Ås Stadion|Ås, Smart Energi Åpningsstevnet 2025",True,
10028674,200 meter,True,2025,11,"35,29","-4,0",1-h1,Fredrikstad IF,2025-05-01,Ås Stadion,"Ås, Smart Energi Åpningsstevnet 2025","2025-05-01|Ås Stadion|Ås, Smart Energi Åpningsstevnet 2025",True,
10028674,600 meter,True,2025,11,"2,18,09",,3,Fredrikstad IF,2025-05-03,Askim Stadion,"Askim, Askimlekene","2025-05-03|Askim Stadion|Askim, Askimlekene",True,
10028674,"Lengde (Sone 0,5m)",True,2025,11,"3,09","+0,4",(-),Fredrikstad IF,2025-05-01,Ås Stadion,"Ås, Smart Energi Åpningsstevnet 2025","2025-05-01|Ås Stadion|Ås, Smart Energi Åpningsstevnet 2025",True,
10028674,"Lengde (Sone 0,5m)",True,2025,11,"3,09","+0,8",2,Fredrikstad IF,2025-05-03,Askim Stadion,"Askim, Askimlekene","2025-05-03|Askim Stadion|Askim, Askimlekene",True,
10028674,"Lengde (Sone 0,5m)",True,2025,11,"3,11","+2,8",7,Fredrikstad IF,2025-05-01,Ås Stadion,"Ås, Smart Energi Åpningsstevnet 2025","2025-05-01|Ås Stadion|Ås, Smart Energi Åpningsstevnet 2025",False,For mye vind/Assisting wind
10028674,"Tresteg (Sone 0,5m)",True,2025,11,"6,705Fredrikstad IF17.06.25Halden, KarusellstevneManglende informasjon om vind",,5,Fredrikstad IF,2025-06-17,Halden Stadion,"Halden, Karusellstevne","2025-06-17|Halden Stadion|Halden, Karusellstevne",False,Manglende informasjon om vind
10028674,"Kule 2,0kg",True,2025,11,"5,98",,2,Fredrikstad IF,2025-05-01,Ås Stadion,"Ås, Smart Energi Åpningsstevnet 2025","2025-05-01|Ås Stadion|Ås, Smart Energi Åpningsstevnet 2025",True,
10028674,Spyd 400gram,True,2025,11,"7,00",,6,Fredrikstad IF,2025-06-17,Halden Stadion,"Halden, Karusellstevne","2025-06-17|Halden Stadion|Halden, Karusellstevne",True,
10028674,Liten Ball 150gram,True,2025,11,"19,03",,1,Fredrikstad IF,2025-05-03,Askim Stadion,"Askim, Askimlekene","2025-05-03|Askim Stadion|Askim, Askimlekene",True,
10028674,60 meter,False,2025,11,"10,21",,3-h2,Fredrikstad IF,2025-02-02,Østfoldhallen,"Fredrikstad, Rema Hassingen lekene","2025-02-02|Østfoldhallen|Fredrikstad, Rema Hassingen lekene",True,
10028674,600 meter,False,2025,11,"2,38,55",,3-h1,Fredrikstad IF,2025-02-08,Bærum Idrettspark,"Bærum, Craft Tyrvinglekene inne 2025","2025-02-08|Bærum Idrettspark|Bærum, Craft Tyrvinglekene inne 2025",True,
10028674,"60 meter hekk (68,0cm)",False,2025,11,"14,47",,3-h3,Fredrikstad IF,2025-02-02,Østfoldhallen,"Fredrikstad, Rema Hassingen lekene","2025-02-02|Østfoldhallen|Fredrikstad, Rema Hassingen lekene",True,
10028674,Høyde,False,2025,11,"1,12",,2,Fredrikstad IF,2025-02-08,Bærum Idrettspark,"Bærum, Craft Tyrvinglekene inne 2025","2025-02-08|Bærum Idrettspark|Bærum, Craft Tyrvinglekene inne 2025",True,
10028674,Høyde,False,2025,11,"1,05",,6,Fredrikstad IF,2025-02-02,Østfoldhallen,"Fredrikstad, Rema Hassingen lekene","2025-02-02|Østfoldhallen|Fredrikstad, Rema Hassingen lekene",True,
10028674,"Kule 2,0kg",False,2025,11,"5,72",,4,Fredrikstad IF,2025-02-08,Bærum Idrettspark,"Bærum, Craft Tyrvinglekene inne 2025","2025-02-08|Bærum Idrettspark|Bærum, Craft Tyrvinglekene inne 2025",True,
10028674,"Kule 2,0kg",False,2025,11,"5,21",,4,Fredrikstad IF,2025-02-02,Østfoldhallen,"Fredrikstad, Rema Hassingen lekene","2025-02-02|Østfoldhallen|Fredrikstad, Rema Hassingen lekene",True,
10024189,5 km,True,2024,47,"28,54",,5,Tjølling IF,2024-04-27,Larvik,"Larvik, Larviksløpet 2024","2024-04-27|Larvik|Larvik, Larviksløpet 2024",False,Løype ikke kontrollmålt
10008447,60 meter,True,2025,12,"9,61","-0,8",1,Larvik Turn & IF,2025-09-17,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-17|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,60 meter,True,2025,12,"9,63","+0,0",1,Larvik Turn & IF,2025-05-14,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne 2025","2025-05-14|Lovisenlund Idrettsplass|Larvik, Åpningsstevne 2025",True,
10008447,60 meter,True,2025,12,"13,35","+1,5",2,Larvik Turn & IF,2025-08-24,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2025","2025-08-24|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2025",True,
10008447,60 meter,True,2024,11,"9,71","+0,0",1,Larvik Turn & IF,2024-09-18,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-18|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,60 meter,True,2024,11,"9,86","+1,7",1,Larvik Turn & IF,2024-05-15,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne","2024-05-15|Lovisenlund Idrettsplass|Larvik, Åpningsstevne",True,
10008447,60 meter,True,2024,11,"9,97","+0,2",1-h1,Larvik Turn & IF,2024-06-05,Lovisenlund Idrettsplass,"Larvik, Klubbstevne","2024-06-05|Lovisenlund Idrettsplass|Larvik, Klubbstevne",True,
10008447,60 meter,True,2024,11,"9,99","-2,5",2,Larvik Turn & IF,2024-08-25,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2024","2024-08-25|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2024",True,
10008447,100 meter,True,2025,12,"15,17","+0,0",1,Larvik Turn & IF,2025-09-10,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-10|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,100 meter,True,2024,11,"16,40","-1,3",1,Larvik Turn & IF,2024-09-11,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-11|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,200 meter,True,2024,11,"34,44","+0,0",1,Larvik Turn & IF,2024-09-18,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-18|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,600 meter,True,2025,12,"2,11,90",,2,Larvik Turn & IF,2025-08-24,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2025","2025-08-24|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2025",True,
10008447,600 meter,True,2025,12,"2,16,29",,1,Larvik Turn & IF,2025-05-14,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne 2025","2025-05-14|Lovisenlund Idrettsplass|Larvik, Åpningsstevne 2025",True,
10008447,600 meter,True,2025,12,"2,28,36",,1,Larvik Turn & IF,2025-09-10,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-10|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,600 meter,True,2024,11,"2,13,42",,3,Larvik Turn & IF,2024-08-25,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2024","2024-08-25|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2024",True,
10008447,600 meter,True,2024,11,"2,27,23",,2,Larvik Turn & IF,2024-05-15,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne","2024-05-15|Lovisenlund Idrettsplass|Larvik, Åpningsstevne",True,
10008447,600 meter,True,2024,11,"2,29,99",,2,Larvik Turn & IF,2024-06-05,Lovisenlund Idrettsplass,"Larvik, Klubbstevne","2024-06-05|Lovisenlund Idrettsplass|Larvik, Klubbstevne",True,
10008447,800 meter,True,2025,12,"3,12,27",,1,Larvik Turn & IF,2025-09-17,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-17|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,800 meter,True,2024,11,"3,25,80",,1,Larvik Turn & IF,2024-09-18,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-18|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,5 km,True,2024,11,"28,49",,19,Larvik Turn & IF,2024-04-27,Larvik,"Larvik, Larviksløpet 2024","2024-04-27|Larvik|Larvik, Larviksløpet 2024",False,Løype ikke kontrollmålt
10008447,"60 meter hekk (68,0cm)",True,2024,11,"13,113Larvik Turn & IF25.08.24Larvik, Bøkeskoglekene 2024Manglende informasjon om vind",,3,Larvik Turn & IF,2024-08-25,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2024","2024-08-25|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2024",False,Manglende informasjon om vind
10008447,"60 meter hekk (76,2cm)",True,2025,12,"12,41","+0,0",1,Larvik Turn & IF,2025-08-24,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2025","2025-08-24|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2025",True,
10008447,Høyde,True,2025,12,"1,20",,1,Larvik Turn & IF,2025-09-10,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-10|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,Høyde,True,2024,11,"1,08",,1,Larvik Turn & IF,2024-09-11,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-11|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,"Lengde (Sone 0,5m)",True,2025,12,"3,81","+0,0",1,Larvik Turn & IF,2025-09-17,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-17|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,"Lengde (Sone 0,5m)",True,2025,12,"3,77","+1,1",2,Larvik Turn & IF,2025-08-24,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2025","2025-08-24|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2025",True,
10008447,"Lengde (Sone 0,5m)",True,2025,12,"3,68","+0,0",1,Larvik Turn & IF,2025-05-14,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne 2025","2025-05-14|Lovisenlund Idrettsplass|Larvik, Åpningsstevne 2025",True,
10008447,"Lengde (Sone 0,5m)",True,2024,11,"3,39","+0,0",1,Larvik Turn & IF,2024-09-18,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-18|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,"Lengde (Sone 0,5m)",True,2024,11,"3,34","+0,0",1,Larvik Turn & IF,2024-05-15,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne","2024-05-15|Lovisenlund Idrettsplass|Larvik, Åpningsstevne",True,
10008447,"Lengde (Sone 0,5m)",True,2024,11,"3,413Larvik Turn & IF25.08.24Larvik, Bøkeskoglekene 2024Manglende informasjon om vind",,3,Larvik Turn & IF,2024-08-25,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2024","2024-08-25|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2024",False,Manglende informasjon om vind
10008447,"Kule 2,0kg",True,2024,11,"6,72",,2,Larvik Turn & IF,2024-08-25,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2024","2024-08-25|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2024",True,
10008447,"Kule 2,0kg",True,2024,11,"6,25",,1,Larvik Turn & IF,2024-09-18,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-18|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,"Kule 2,0kg",True,2024,11,"5,96",,2,Larvik Turn & IF,2024-06-05,Lovisenlund Idrettsplass,"Larvik, Klubbstevne","2024-06-05|Lovisenlund Idrettsplass|Larvik, Klubbstevne",True,
10008447,"Kule 3,0kg",True,2025,12,"5,57",,2,Larvik Turn & IF,2025-08-24,Lovisenlund Idrettsplass,"Larvik, Bøkeskoglekene 2025","2025-08-24|Lovisenlund Idrettsplass|Larvik, Bøkeskoglekene 2025",True,
10008447,"Kule 3,0kg",True,2025,12,"5,20",,1,Larvik Turn & IF,2025-09-17,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-17|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,Spyd 400gram,True,2025,12,"16,89",,1,Larvik Turn & IF,2025-05-14,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne 2025","2025-05-14|Lovisenlund Idrettsplass|Larvik, Åpningsstevne 2025",True,
10008447,Spyd 400gram,True,2025,12,"16,57",,1,Larvik Turn & IF,2025-09-10,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2025","2025-09-10|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2025",True,
10008447,Spyd 400gram,True,2024,11,"14,95",,2,Larvik Turn & IF,2024-09-11,Lovisenlund Idrettsplass,"Larvik, Klubbmesterskap 2024","2024-09-11|Lovisenlund Idrettsplass|Larvik, Klubbmesterskap 2024",True,
10008447,Spyd 400gram,True,2024,11,"10,70",,2,Larvik Turn & IF,2024-05-15,Lovisenlund Idrettsplass,"Larvik, Åpningsstevne","2024-05-15|Lovisenlund Idrettsplass|Larvik, Åpningsstevne",True,
10008447,Liten Ball 150gram,True,2024,11,"14,84",,4,Larvik Turn & IF,2024-06-05,Lovisenlund Idrettsplass,"Larvik, Klubbstevne","2024-06-05|Lovisenlund Idrettsplass|Larvik, Klubbstevne",True,
10008447,60 meter,False,2025,12,"9,47",,4-h3,Larvik Turn & IF,2025-02-08,Bærum Idrettspark,"Bærum, Craft Tyrvinglekene inne 2025","2025-02-08|Bærum Idrettspark|Bærum, Craft Tyrvinglekene inne 2025",True,
10008447,60 meter,False,2025,12,"9,55",,3,Larvik Turn & IF,2025-03-01,Stavernhallen,"Stavern, Skagerrak Sparebanklekene 2025","2025-03-01|Stavernhallen|Stavern, Skagerrak Sparebanklekene 2025",True,
10008447,60 meter,False,2024,11,"9,90",,2-h3,Larvik Turn & IF,2024-02-10,Bærum Idrettspark,"Bærum, Tyrvinglekene Inne","2024-02-10|Bærum Idrettspark|Bærum, Tyrvinglekene Inne",True,
10008447,60 meter,False,2024,11,"10,06",,1-h2,Larvik Turn & IF,2024-03-16,Stavernhallen,"Stavern, Skagerrak Sparebank-lekene","2024-03-16|Stavernhallen|Stavern, Skagerrak Sparebank-lekene",True,
10008447,600 meter,False,2025,12,"2,18,65",,7-h1,Larvik Turn & IF,2025-02-08,Bærum Idrettspark,"Bærum, Craft Tyrvinglekene inne 2025","2025-02-08|Bærum Idrettspark|Bærum, Craft Tyrvinglekene inne 2025",True,
10008447,600 meter,False,2024,11,"2,16,07",,12-h2,Larvik Turn & IF,2024-02-10,Bærum Idrettspark,"Bærum, Tyrvinglekene Inne","2024-02-10|Bærum Idrettspark|Bærum, Tyrvinglekene Inne",True,
10008447,"60 meter hekk (76,2cm)",False,2026,13,"12,36",,5-fi-B,Larvik Turn & IF,2026-01-10,Rimnershallen,"Uddevalla/SWE, Distriktskampen","2026-01-10|Rimnershallen|Uddevalla/SWE, Distriktskampen",True,
10008447,Høyde,False,2025,12,"1,07",,19,Larvik Turn & IF,2025-02-08,Bærum Idrettspark,"Bærum, Craft Tyrvinglekene inne 2025","2025-02-08|Bærum Idrettspark|Bærum, Craft Tyrvinglekene inne 2025",True,
10008447,Høyde,False,2025,12,"1,05",,3,Larvik Turn & IF,2025-03-01,Stavernhallen,"Stavern, Skagerrak Sparebanklekene 2025","2025-03-01|Stavernhallen|Stavern, Skagerrak Sparebanklekene 2025",True,
10008447,Høyde,False,2024,11,"1,11",,1,Larvik Turn & IF,2024-12-18,Stavernhallen,"Stavern, Klubbstevne","2024-12-18|Stavernhallen|Stavern, Klubbstevne",True,
10008447,Høyde,False,2024,11,"1,07",,12,Larvik Turn & IF,2024-02-10,Bærum Idrettspark,"Bærum, Tyrvinglekene Inne","2024-02-10|Bærum Idrettspark|Bærum, Tyrvinglekene Inne",True,
10008447,Høyde,False,2024,11,"1,00",,2,Larvik Turn & IF,2024-03-16,Stavernhallen,"Stavern, Skagerrak Sparebank-lekene","2024-03-16|Stavernhallen|Stavern, Skagerrak Sparebank-lekene",True,
10008447,"Lengde (Sone 0,5m)",False,2024,11,"3,28",,16,Larvik Turn & IF,2024-02-10,Bærum Idrettspark,"Bærum, Tyrvinglekene Inne","2024-02-10|Bærum Idrettspark|Bærum, Tyrvinglekene Inne",True,
10008447,Lengde uten tilløp,False,2024,11,"1,71",,2,Larvik Turn & IF,2024-12-18,Stavernhallen,"Stavern, Klubbstevne","2024-12-18|Stavernhallen|Stavern, Klubbstevne",True,
10008447,"Kule 2,0kg",False,2024,11,"6,76",,2,Larvik Turn & IF,2024-12-18,Stavernhallen,"Stavern, Klubbstevne","2024-12-18|Stavernhallen|Stavern, Klubbstevne",True,
10008447,"Kule 2,0kg",False,2024,11,"5,84",,2,Larvik Turn & IF,2024-03-16,Stavernhallen,"Stavern, Skagerrak Sparebank-lekene","2024-03-16|Stavernhallen|Stavern, Skagerrak Sparebank-lekene",True,
10008447,"Kule 3,0kg",False,2025,12,"5,91",,11,Larvik Turn & IF,2025-02-08,Bærum Idrettspark,"Bærum, Craft Tyrvinglekene inne 2025","2025-02-08|Bærum Idrettspark|Bærum, Craft Tyrvinglekene inne 2025",True,
10008447,"Kule 3,0kg",False,2025,12,"5,79",,1,Larvik Turn & IF,2025-03-01,Stavernhallen,"Stavern, Skagerrak Sparebanklekene 2025","2025-03-01|Stavernhallen|Stavern, Skagerrak Sparebanklekene 2025",True,
45518,60 meter,True,2020,14,"8,69","+1,8",6,IL Tyrving,2020-06-17,Nadderud Stadion,"Nadderud, Tyrvings løpsstevne","2020-06-17|Nadderud Stadion|Nadderud, Tyrvings løpsstevne",True,
45518,60 meter,True,2020,14,"8,69","-0,3",4,IL Tyrving,2020-09-27,Føyka Stadion,"Asker, Askerlekene 2020","2020-09-27|Føyka Stadion|Asker, Askerlekene 2020",True,
45518,60 meter,True,2019,13,"9,15","+1,5",5-fi,IL Tyrving,2019-06-09,Føyka Stadion,"Asker, Askerlekene 2019","2019-06-09|Føyka Stadion|Asker, Askerlekene 2019",True,
45518,60 meter,True,2019,13,916,"-1,0",6,IL Tyrving,2019-09-10,Nadderud Stadion,"Nadderud, Tyrvings høstserie","2019-09-10|Nadderud Stadion|Nadderud, Tyrvings høstserie",True,
45518,60 meter,True,2019,13,"9,31","-0,1",4-h1,IL Tyrving,2019-06-09,Føyka Stadion,"Asker, Askerlekene 2019","2019-06-09|Føyka Stadion|Asker, Askerlekene 2019",True,
45518,60 meter,True,2018,12,"10,35","-1,5",3-h1,IL Tyrving,2018-06-16,Nadderud Stadion,"Nadderud, Oslo Sportslager Tyrvinglekene","2018-06-16|Nadderud Stadion|Nadderud, Oslo Sportslager Tyrvinglekene",True,
45518,60 meter,True,2017,11,"10,70","-1,2",3-h2,IL Tyrving,2017-09-16,Nesøya Idrettsanlegg,"Nesøya, Nesøyalekene 2017","2017-09-16|Nesøya Idrettsanlegg|Nesøya, Nesøyalekene 2017",True,
45518,100 meter,True,2022,16,"12,84","+1,5",3-h2,IL Tyrving,2022-07-09,Stovnerbanen,"Oslo/St, GFIK-Sommerstevne","2022-07-09|Stovnerbanen|Oslo/St, GFIK-Sommerstevne",True,
45518,100 meter,True,2022,16,"12,88","+1,9",6-h3,IL Tyrving,2022-06-12,Nadderud Stadion,"Nadderud, Oslo Sportslager Tyrvinglekene 2022","2022-06-12|Nadderud Stadion|Nadderud, Oslo Sportslager Tyrvinglekene 2022",True,
45518,100 meter,True,2022,16,"13,05","+0,4",7-h2,IL Tyrving,2022-05-28,Bislett Stadion,"Oslo/Bi, Tjalvelekene","2022-05-28|Bislett Stadion|Oslo/Bi, Tjalvelekene",True,
45518,100 meter,True,2021,15,"13,57","+1,1",5-h1,IL Tyrving,2021-08-14,Stovnerbanen,"Oslo/St, Groruddalslekene","2021-08-14|Stovnerbanen|Oslo/St, Groruddalslekene",True,
45518,100 meter,True,2020,14,"13,91","+0,6",3,IL Tyrving,2020-08-15,Stovnerbanen,"Oslo/St, Groruddalslekene","2020-08-15|Stovnerbanen|Oslo/St, Groruddalslekene",True,
45518,100 meter,True,2019,13,"14,2","-0,2",1,IL Tyrving,2019-08-25,Sofiemyr Stadion,"Oppegård, Oppegårdlekene","2019-08-25|Sofiemyr Stadion|Oppegård, Oppegårdlekene",True,
45518,100 meter,True,2019,13,"15,01","+1,0",1-fi-B,IL Tyrving,2019-06-07,Føyka Stadion,"Asker, Askerlekene 2019","2019-06-07|Føyka Stadion|Asker, Askerlekene 2019",True,
45518,100 meter,True,2019,13,"15,02","-0,7",3,IL Tyrving,2019-06-07,Føyka Stadion,"Asker, Askerlekene 2019","2019-06-07|Føyka Stadion|Asker, Askerlekene 2019",True,
45518,100 meter,True,2022,16,"12,94","+2,1",4,IL Tyrving,2022-05-14,Stovnerbanen,"Oslo/St, Groruddalslekene 2022","2022-05-14|Stovnerbanen|Oslo/St, Groruddalslekene 2022",False,For mye vind/Assisting wind
45518,100 meter,True,2020,14,"13,54IL Tyrving25.09.20Asker, Askerlekene 2020Manglende informasjon om vind",,4,IL Tyrving,2020-09-25,Føyka Stadion,"Asker, Askerlekene 2020","2020-09-25|Føyka Stadion|Asker, Askerlekene 2020",False,Manglende informasjon om vind
45518,200 meter,True,2022,16,"26,77","+0,8",6-h2,IL Tyrving,2022-07-09,Stovnerbanen,"Oslo/St, GFIK-Sommerstevne","2022-07-09|Stovnerbanen|Oslo/St, GFIK-Sommerstevne",True,
45518,200 meter,True,2021,15,"28,73","+0,4",6,IL Tyrving,2021-08-15,Stovnerbanen,"Oslo/St, Groruddalslekene","2021-08-15|Stovnerbanen|Oslo/St, Groruddalslekene",True,
45518,200 meter,True,2022,16,"26,50","+5,0",6-h1,IL Tyrving,2022-06-11,Nadderud Stadion,"Nadderud, Oslo Sportslager Tyrvinglekene 2022","2022-06-11|Nadderud Stadion|Nadderud, Oslo Sportslager Tyrvinglekene 2022",False,For mye vind/Assisting wind
45518,30 meter,False,2020,14,"5,10+",,4-h1,IL Tyrving,2020-01-18,Bærum Idrettspark,"Bærum, Bassen Sprint","2020-01-18|Bærum Idrettspark|Bærum, Bassen Sprint",True,
45518,60 meter,False,2022,16,"8,19",,5,IL Tyrving,2022-11-26,Bærum Idrettspark,"Bærum, Julestemne","2022-11-26|Bærum Idrettspark|Bærum, Julestemne",True,
45518,60 meter,False,2022,16,"8,25",,4-h1,IL Tyrving,2022-02-12,Bærum Idrettspark,"Bærum, Tyrvinglekene Inne 2022","2022-02-12|Bærum Idrettspark|Bærum, Tyrvinglekene Inne 2022",True,
