athlete_id,event,is_outdoor,year,age,result,wind,placement,club,date,venue,competition,competition_key,is_approved,rejection_reason
3948,200 meter,True,2011,14,"36,64","+1,3",8-h1,Varteig IL,2011-09-03,Romerike Friidrettstadion,"Lillestrøm, NCC Lekene 2011 Lillestrøm","2011-09-03|Romerike Friidrettstadion|Lillestrøm, NCC Lekene 2011 Lillestrøm",True,
3948,200 meter,True,2011,14,"36,81","-1,7",6,Varteig IL,2011-08-30,Halden Stadion,"Halden, KM dag 2","2011-08-30|Halden Stadion|Halden, KM dag 2",True,
3948,600 meter,True,2014,17,"2,07,13",,3,Varteig IL,2014-05-28,Askim Stadion,"Askim, Askim Sparebanklekene 2014","2014-05-28|Askim Stadion|Askim, Askim Sparebanklekene 2014",True,
3948,600 meter,True,2011,14,"2,22,75",,10-h1,Varteig IL,2011-09-03,Romerike Friidrettstadion,"Lillestrøm, NCC Lekene 2011 Lillestrøm","2011-09-03|Romerike Friidrettstadion|Lillestrøm, NCC Lekene 2011 Lillestrøm",True,
3948,600 meter,True,2011,14,"2,25,01",,3,Varteig IL,2011-08-30,Halden Stadion,"Halden, KM dag 2","2011-08-30|Halden Stadion|Halden, KM dag 2",True,
3948,600 meter,False,2011,14,"2,19,98",,3,Varteig IL,2011-02-05,Ekeberghallen,"Oslo/Ek, Nasjonalt friidrettsstevne","2011-02-05|Ekeberghallen|Oslo/Ek, Nasjonalt friidrettsstevne",True,
1241,1000 meter,True,2011,18,"3,13,38",,2,Varteig IL,2011-05-21,Askim Stadion,"Askim, Askim Sparebanklekene 2011","2011-05-21|Askim Stadion|Askim, Askim Sparebanklekene 2011",True,
1241,800 meter,False,2011,18,"2,37,11",,7,Varteig IL,2011-02-05,Ekeberghallen,"Oslo/Ek, Nasjonalt friidrettsstevne","2011-02-05|Ekeberghallen|Oslo/Ek, Nasjonalt friidrettsstevne",True,
57064,5000 meter,True,1994,36,"15,08,3",,2,Varteig IL,1994-09-07,,Moss,,True,
10016843,10 km,True,2024,62,"1,16,39",,21,ukjent,2024-01-06,Tromsø,"Tromsø, PolarNight Marathon 2024","2024-01-06|Tromsø|Tromsø, PolarNight Marathon 2024",False,Ikke medlem av NFIF
10010521,Høyde,True,1984,17,"1,60",,M,Siggerud,1984-06-27,,Ås,,True,
10010521,Spyd 600gram,True,1986,19,"41,40",,10,Ski IL Friidrett,1986-09-01,,Siggerud,,True,
49345,1500 meter,True,2018,46,"4,58,20",,2,Rygge IL,2018-08-09,Halden Stadion,"Halden, Treningsstevne","2018-08-09|Halden Stadion|Halden, Treningsstevne",True,
49345,1500 meter,True,2018,46,"5,07,3",,1,Rygge IL,2018-08-01,Ski Idrettspark,"Ski, Kretsstevne","2018-08-01|Ski Idrettspark|Ski, Kretsstevne",True,
32152,100 meter,True,2015,13,"17,71","-1,9",3,Moss IL,2015-09-19,Melløs Stadion,"Moss, Klubbmesterskap 2015","2015-09-19|Melløs Stadion|Moss, Klubbmesterskap 2015",True,
32152,600 meter,True,2015,13,"2,07,68",,2,Moss IL,2015-09-19,Melløs Stadion,"Moss, Klubbmesterskap 2015","2015-09-19|Melløs Stadion|Moss, Klubbmesterskap 2015",True,
32152,1500 meter,True,2018,16,"5,05,5",,1,Rygge IL,2018-08-01,Ski Idrettspark,"Ski, Kretsstevne","2018-08-01|Ski Idrettspark|Ski, Kretsstevne",True,
32152,2000 meter,True,2017,15,"7,14,47",,4,Rygge IL,2017-08-06,Bislett Stadion,"Oslo/Bi, Tjalvelekene","2017-08-06|Bislett Stadion|Oslo/Bi, Tjalvelekene",True,
32152,3000 meter,True,2018,16,"10,35,67",,3,Rygge IL,2018-06-15,Nadderud Stadion,"Nadderud, Oslo Sportslager Tyrvinglekene","2018-06-15|Nadderud Stadion|Nadderud, Oslo Sportslager Tyrvinglekene",True,
32152,3000 meter,True,2018,16,"10,47,92",,1,Rygge IL,2018-08-09,Halden Stadion,"Halden, Treningsstevne","2018-08-09|Halden Stadion|Halden, Treningsstevne",True,
32152,3000 meter,True,2018,16,"10,48,94",,11,Rygge IL,2018-08-24,Bislett Stadion,"Oslo/Bi, Junior NM","2018-08-24|Bislett Stadion|Oslo/Bi, Junior NM",True,
32152,"Lengde (Sone 0,5m)",True,2015,13,"3,17","+0,0",2,Moss IL,2015-09-19,Melløs Stadion,"Moss, Klubbmesterskap 2015","2015-09-19|Melløs Stadion|Moss, Klubbmesterskap 2015",True,
32152,1000 meter,False,2018,16,"3,19,80",,4,Rygge IL,2018-01-06,Bærum Idrettspark,"Bærum, Indoor Games1","2018-01-06|Bærum Idrettspark|Bærum, Indoor Games1",True,
32152,1500 meter,False,2018,16,"5,15,83",,7,Rygge IL,2018-03-11,Steinkjerhallen,"Steinkjer, UM Innendørs","2018-03-11|Steinkjerhallen|Steinkjer, UM Innendørs",True,
63909,Tresteg,True,1954,24,"13,97(ok)",,1,Søndre Høland SK,1954-08-15,,Enebakkneset,,True,
65544,200 meter,True,1987,26,"26,28","-0,4",1,IF Sturla,1987-06-13,,Nesbyen,,True,
65544,200 meter,True,1988,27,"26,21IF Sturla25.05.88HønefossManglende informasjon om vind",,1,IF Sturla,1988-05-25,,Hønefoss,,False,Manglende informasjon om vind
65544,200 meter,True,1987,26,"26,18","+2,7",4,IF Sturla,1987-06-13,,Nesbyen,,False,For mye vind/Assisting wind
65544,400 meter,True,1987,26,"57,72",,1,IF Sturla,1987-07-19,,Moss,,True,
65544,800 meter,True,1988,27,"2,10,2",,1,IF Sturla,1988-07-01,,Nadderud,,True,
65544,1500 meter,True,1988,27,"4,30,91",,3,IF Sturla,1988-06-06,,Oslo/Bi,,True,
65544,3000 meter,True,1988,27,"10,08,69",,5,IF Sturla,1988-07-21,,Oslo/Bi,,True,
65544,"400 meter hekk (76,2cm)",True,1987,26,"1,07,9",,2,IF Sturla,1987-08-31,,Oslo/St,,True,
10004390,60 meter,True,2022,13,"10,01Steinkjer Friidrettsklubb24.05.22Beitstad, T-A Sprinten 2022Manglende informasjon om vind",,1,Steinkjer Friidrettsklubb,2022-05-24,Beitstad Stadion,"Beitstad, T-A Sprinten 2022","2022-05-24|Beitstad Stadion|Beitstad, T-A Sprinten 2022",False,Manglende informasjon om vind
10004390,Høyde,True,2022,13,"1,05",,1,Steinkjer Friidrettsklubb,2022-05-24,Beitstad Stadion,"Beitstad, T-A Sprinten 2022","2022-05-24|Beitstad Stadion|Beitstad, T-A Sprinten 2022",True,
10004390,"Kule 2,0kg",True,2022,13,"6,08",,2,Steinkjer Friidrettsklubb,2022-05-24,Beitstad Stadion,"Beitstad, T-A Sprinten 2022","2022-05-24|Beitstad Stadion|Beitstad, T-A Sprinten 2022",True,
26540,60 meter,True,2014,11,"9,85","-2,5",3,Idrettsklubben Grane,2014-08-23,Lunderød Idrettspark,"Arendal, Arendalslekene","2014-08-23|Lunderød Idrettspark|Arendal, Arendalslekene",True,
26540,600 meter,True,2014,11,"2,10,78",,1,Idrettsklubben Grane,2014-08-23,Lunderød Idrettspark,"Arendal, Arendalslekene","2014-08-23|Lunderød Idrettspark|Arendal, Arendalslekene",True,
26540,"Lengde (Sone 0,5m)",True,2014,11,"3,73","+0,2",3,Idrettsklubben Grane,2014-08-23,Lunderød Idrettspark,"Arendal, Arendalslekene","2014-08-23|Lunderød Idrettspark|Arendal, Arendalslekene",True,
26540,"Kule 2,0kg",True,2014,11,"6,76",,3,Idrettsklubben Grane,2014-08-23,Lunderød Idrettspark,"Arendal, Arendalslekene","2014-08-23|Lunderød Idrettspark|Arendal, Arendalslekene",True,
69312,60 meter,False,2023,11,"10,43",,2-h3,IL Gneist,2023-02-11,Leikvang Friidrettshall,"Leikvang, Pingvinlekene 2023","2023-02-11|Leikvang Friidrettshall|Leikvang, Pingvinlekene 2023",True,
69312,Høyde,False,2023,11,"1,22",,1,IL Gneist,2023-01-21,Leikvang Friidrettshall,"Leikvang, Sparebanken Vest Nornalekene 2023","2023-01-21|Leikvang Friidrettshall|Leikvang, Sparebanken Vest Nornalekene 2023",True,
10000659,"Lengde (Sone 0,5m)",True,2022,13,"3,05","+0,5",13,Idrettslaget Skjalg,2022-05-19,Stavanger Stadion,"Stavanger, Jærcup","2022-05-19|Stavanger Stadion|Stavanger, Jærcup",True,
10000659,"Kule 2,0kg",True,2022,13,"7,45",,2,Idrettslaget Skjalg,2022-05-21,Haugesund Friidrettsstadion,"Haugesund, Mailekene","2022-05-21|Haugesund Friidrettsstadion|Haugesund, Mailekene",True,
10000659,"Kule 2,0kg",True,2022,13,"7,29",,3,Idrettslaget Skjalg,2022-05-09,Ålgård Stadion,"Ålgård, COOP-JÆRCUP 2","2022-05-09|Ålgård Stadion|Ålgård, COOP-JÆRCUP 2",True,
10000659,"Kule 2,0kg",True,2022,13,"7,25",,4,Idrettslaget Skjalg,2022-09-11,Sandnes Stadion,"Sandnes, Høstlekene 2022","2022-09-11|Sandnes Stadion|Sandnes, Høstlekene 2022",True,
10000659,"Kule 3,0kg",True,2025,16,"10,35",,1,Idrettslaget Skjalg,2025-09-17,Stavanger Stadion,"Stavanger, Coop Jærcup #7","2025-09-17|Stavanger Stadion|Stavanger, Coop Jærcup #7",True,
10000659,"Kule 3,0kg",True,2025,16,"9,80",,1,Idrettslaget Skjalg,2025-09-24,Sandnes Stadion,"Sandnes, sleggestevne","2025-09-24|Sandnes Stadion|Sandnes, sleggestevne",True,
10000659,"Kule 3,0kg",True,2025,16,"9,69",,1,Idrettslaget Skjalg,2025-08-19,Sandnes Stadion,"Sandnes, COOP Jærcup 5","2025-08-19|Sandnes Stadion|Sandnes, COOP Jærcup 5",True,
10000659,"Kule 3,0kg",True,2025,16,"9,57",,7,Idrettslaget Skjalg,2025-09-06,Øverlands Minde,"Stjørdal, UM 2025","2025-09-06|Øverlands Minde|Stjørdal, UM 2025",True,
10000659,"Kule 3,0kg",True,2025,16,"9,43",,1,Idrettslaget Skjalg,2025-06-03,Ålgård Stadion,"Ålgård, Extralekene 2025","2025-06-03|Ålgård Stadion|Ålgård, Extralekene 2025",True,
10000659,"Kule 3,0kg",True,2025,16,"9,39",,1,Idrettslaget Skjalg,2025-07-27,Sandnes Stadion,"Sandnes, Kaststevne 4 + lengde","2025-07-27|Sandnes Stadion|Sandnes, Kaststevne 4 + lengde",True,
10000659,"Kule 3,0kg",True,2025,16,"9,30",,1,Idrettslaget Skjalg,2025-06-22,Stavanger Stadion,"Stavanger, Kretsmesterskap (KM) utendørs -2025","2025-06-22|Stavanger Stadion|Stavanger, Kretsmesterskap (KM) utendørs -2025",True,
10000659,"Kule 3,0kg",True,2025,16,"09,15",,2,Idrettslaget Skjalg,2025-07-07,Stavanger Stadion,"Stavanger, Kvalifiseringsstevne","2025-07-07|Stavanger Stadion|Stavanger, Kvalifiseringsstevne",True,
10000659,"Kule 3,0kg",True,2025,16,"8,99",,1,Idrettslaget Skjalg,2025-05-25,Haugesund Friidrettsstadion,"Haugesund, Mailekene","2025-05-25|Haugesund Friidrettsstadion|Haugesund, Mailekene",True,
10000659,"Kule 3,0kg",True,2025,16,"8,94",,2,Idrettslaget Skjalg,2025-08-23,Haugesund Friidrettsstadion,"Haugesund, GASSCO-lekene 2025","2025-08-23|Haugesund Friidrettsstadion|Haugesund, GASSCO-lekene 2025",True,
10000659,"Kule 3,0kg",True,2025,16,"8,91",,4,Idrettslaget Skjalg,2025-06-15,Bærum Idrettspark,"Bærum, Tyrvinglekene","2025-06-15|Bærum Idrettspark|Bærum, Tyrvinglekene",True,
10000659,"Kule 3,0kg",True,2024,15,"7,28",,3,Idrettslaget Skjalg,2024-06-09,Sandnes Stadion,"Sandnes, KM Rogaland 2024","2024-06-09|Sandnes Stadion|Sandnes, KM Rogaland 2024",True,
10000659,"Kule 3,0kg",True,2024,15,"7,23",,2,Idrettslaget Skjalg,2024-05-26,Haugesund Friidrettsstadion,"Haugesund, Mailekene 2024","2024-05-26|Haugesund Friidrettsstadion|Haugesund, Mailekene 2024",True,
10000659,"Kule 3,0kg",True,2024,15,"6,90",,16,Idrettslaget Skjalg,2024-06-16,Bærum Idrettspark,"Bærum, Tyrvinglekene","2024-06-16|Bærum Idrettspark|Bærum, Tyrvinglekene",True,
10000659,"Kule 3,0kg",True,2024,15,"6,80",,2,Idrettslaget Skjalg,2024-08-25,Haugesund Friidrettsstadion,"Haugesund, GASSCO-lekene","2024-08-25|Haugesund Friidrettsstadion|Haugesund, GASSCO-lekene",True,
10000659,"Kule 3,0kg",True,2024,15,"6,79",,2,Idrettslaget Skjalg,2024-07-29,Stord Idrettspark,"Leirvik, Stordleikane 2024","2024-07-29|Stord Idrettspark|Leirvik, Stordleikane 2024",True,
10000659,"Kule 3,0kg",True,2023,14,"7,35",,1,Idrettslaget Skjalg,2023-05-20,Haugesund Friidrettsstadion,"Haugesund, Mailekene","2023-05-20|Haugesund Friidrettsstadion|Haugesund, Mailekene",True,
10000659,"Kule 3,0kg",True,2023,14,"7,20",,4,Idrettslaget Skjalg,2023-06-11,Ålgård Stadion,"Ålgård, Extralekene2023 - KM Rogaland","2023-06-11|Ålgård Stadion|Ålgård, Extralekene2023 - KM Rogaland",True,
10000659,"Kule 3,0kg",True,2023,14,"6,36",,2,Idrettslaget Skjalg,2023-09-17,Sandnes Stadion,"Sandnes, Høstlekene 2023","2023-09-17|Sandnes Stadion|Sandnes, Høstlekene 2023",True,
10000659,Diskos 600gram,True,2022,13,"10,96",,4,Idrettslaget Skjalg,2022-09-15,Sandnes Stadion,"Sandnes, COOP-Jærcup 8","2022-09-15|Sandnes Stadion|Sandnes, COOP-Jærcup 8",True,
10000659,Diskos 750gram,True,2024,15,"18,94",,2,Idrettslaget Skjalg,2024-06-08,Sandnes Stadion,"Sandnes, KM Rogaland 2024","2024-06-08|Sandnes Stadion|Sandnes, KM Rogaland 2024",True,
10000659,Diskos 750gram,True,2023,14,"19,96",,1,Idrettslaget Skjalg,2023-09-20,Sandnes Stadion,"Sandnes, Coop-Jærcup 8","2023-09-20|Sandnes Stadion|Sandnes, Coop-Jærcup 8",True,
10000659,Diskos 750gram,True,2023,14,"19,28",,2,Idrettslaget Skjalg,2023-05-04,Sandnes Stadion,"Sandnes, Coop-Jærcup 1","2023-05-04|Sandnes Stadion|Sandnes, Coop-Jærcup 1",True,
10000659,Diskos 750gram,True,2023,14,"18,87",,2,Idrettslaget Skjalg,2023-06-10,Ålgård Stadion,"Ålgård, Extralekene2023 - KM Rogaland","2023-06-10|Ålgård Stadion|Ålgård, Extralekene2023 - KM Rogaland",True,
10000659,"Diskos 1,0kg",True,2025,16,"19,25",,3,Idrettslaget Skjalg,2025-07-02,Stavanger Stadion,"Stavanger, HUBBAstevne-01","2025-07-02|Stavanger Stadion|Stavanger, HUBBAstevne-01",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"42,66",,1,Idrettslaget Skjalg,2025-09-24,Sandnes Stadion,"Sandnes, sleggestevne","2025-09-24|Sandnes Stadion|Sandnes, sleggestevne",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"42,56",,1,Idrettslaget Skjalg,2025-07-07,Stavanger Stadion,"Stavanger, Kvalifiseringsstevne","2025-07-07|Stavanger Stadion|Stavanger, Kvalifiseringsstevne",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"40,44",,2,Idrettslaget Skjalg,2025-05-14,Ålgård Stadion,"Ålgård, Coop JærCup 2","2025-05-14|Ålgård Stadion|Ålgård, Coop JærCup 2",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"40,32",,1,Idrettslaget Skjalg,2025-06-22,Stavanger Stadion,"Stavanger, Kretsmesterskap (KM) utendørs -2025","2025-06-22|Stavanger Stadion|Stavanger, Kretsmesterskap (KM) utendørs -2025",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"39,35",,6,Idrettslaget Skjalg,2025-09-06,Øverlands Minde,"Stjørdal, UM 2025","2025-09-06|Øverlands Minde|Stjørdal, UM 2025",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"39,12",,2,Idrettslaget Skjalg,2025-07-27,Sandnes Stadion,"Sandnes, Kaststevne 4 + lengde","2025-07-27|Sandnes Stadion|Sandnes, Kaststevne 4 + lengde",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"38,78",,4,Idrettslaget Skjalg,2025-06-13,Bærum Idrettspark,"Bærum, Tyrvinglekene","2025-06-13|Bærum Idrettspark|Bærum, Tyrvinglekene",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"38,55",,2,Idrettslaget Skjalg,2025-08-23,Haugesund Friidrettsstadion,"Haugesund, GASSCO-lekene 2025","2025-08-23|Haugesund Friidrettsstadion|Haugesund, GASSCO-lekene 2025",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"37,40",,2,Idrettslaget Skjalg,2025-05-04,Sandnes Stadion,"Sandnes, Kaststevne 1","2025-05-04|Sandnes Stadion|Sandnes, Kaststevne 1",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2025,16,"36,81",,1,Idrettslaget Skjalg,2025-05-25,Haugesund Friidrettsstadion,"Haugesund, Mailekene","2025-05-25|Haugesund Friidrettsstadion|Haugesund, Mailekene",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"37,14",,2,Idrettslaget Skjalg,2024-08-25,Haugesund Friidrettsstadion,"Haugesund, GASSCO-lekene","2024-08-25|Haugesund Friidrettsstadion|Haugesund, GASSCO-lekene",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"36,88",,3,Idrettslaget Skjalg,2024-06-14,Bærum Idrettspark,"Bærum, Tyrvinglekene","2024-06-14|Bærum Idrettspark|Bærum, Tyrvinglekene",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"36,75",,7,Idrettslaget Skjalg,2024-08-30,Bislett Stadion,"Oslo/Bi, Gjensidige UM","2024-08-30|Bislett Stadion|Oslo/Bi, Gjensidige UM",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"35,84",,3,Idrettslaget Skjalg,2024-05-15,Ålgård Stadion,"Ålgård, Coop Jærcup 2","2024-05-15|Ålgård Stadion|Ålgård, Coop Jærcup 2",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"35,70",,2,Idrettslaget Skjalg,2024-06-09,Sandnes Stadion,"Sandnes, KM Rogaland 2024","2024-06-09|Sandnes Stadion|Sandnes, KM Rogaland 2024",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"35,14",,2,Idrettslaget Skjalg,2024-09-14,Sandnes Stadion,"Sandnes, Høstlekene 2024","2024-09-14|Sandnes Stadion|Sandnes, Høstlekene 2024",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"33,50",,2,Idrettslaget Skjalg,2024-05-23,Stavanger Stadion,"Stavanger, Coop Jærcup","2024-05-23|Stavanger Stadion|Stavanger, Coop Jærcup",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"32,90",,4,Idrettslaget Skjalg,2024-05-26,Haugesund Friidrettsstadion,"Haugesund, Mailekene 2024","2024-05-26|Haugesund Friidrettsstadion|Haugesund, Mailekene 2024",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2024,15,"28,15",,4,Idrettslaget Skjalg,2024-06-02,Ålgård Stadion,"Ålgård, Extralekene 2024","2024-06-02|Ålgård Stadion|Ålgård, Extralekene 2024",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2023,14,"23,38",,4,Idrettslaget Skjalg,2023-06-11,Ålgård Stadion,"Ålgård, Extralekene2023 - KM Rogaland","2023-06-11|Ålgård Stadion|Ålgård, Extralekene2023 - KM Rogaland",True,
10000659,"Slegge 3,0Kg (119,5cm)",True,2023,14,"19,50",,3,Idrettslaget Skjalg,2023-05-10,Ålgård Stadion,"Ålgård, Coop-Jærcup 2","2023-05-10|Ålgård Stadion|Ålgård, Coop-Jærcup 2",True,
10000659,"Slegge 4,0kg/119,5cm",True,2025,16,"37,67",,13,Idrettslaget Skjalg,2025-08-15,Fana Stadion,"Fana, Junior NM 2025","2025-08-15|Fana Stadion|Fana, Junior NM 2025",True,
10000659,"Slegge 4,0kg/119,5cm",True,2025,16,"35,60",,1,Idrettslaget Skjalg,2025-07-02,Stavanger Stadion,"Stavanger, HUBBAstevne-01","2025-07-02|Stavanger Stadion|Stavanger, HUBBAstevne-01",True,
10000659,"Slegge 4,0kg/119,5cm",True,2025,16,"34,23",,1,Idrettslaget Skjalg,2025-05-22,Stavanger Stadion,"Stavanger, Coop Jærcup","2025-05-22|Stavanger Stadion|Stavanger, Coop Jærcup",True,
10000659,Spyd 400gram,True,2023,14,"16,61",,3,Idrettslaget Skjalg,2023-05-25,Stavanger Stadion,"Stavanger, COOP Jær Cup","2023-05-25|Stavanger Stadion|Stavanger, COOP Jær Cup",True,
10000659,Spyd 400gram,True,2023,14,"14,91",,8,Idrettslaget Skjalg,2023-06-10,Ålgård Stadion,"Ålgård, Extralekene2023 - KM Rogaland","2023-06-10|Ålgård Stadion|Ålgård, Extralekene2023 - KM Rogaland",True,
10000659,Spyd 400gram,True,2023,14,"14,31",,2,Idrettslaget Skjalg,2023-05-20,Haugesund Friidrettsstadion,"Haugesund, Mailekene","2023-05-20|Haugesund Friidrettsstadion|Haugesund, Mailekene",True,
10000659,Spyd 400gram,True,2022,13,"9,15",,5,Idrettslaget Skjalg,2022-05-19,Stavanger Stadion,"Stavanger, Jærcup","2022-05-19|Stavanger Stadion|Stavanger, Jærcup",True,
10000659,Spyd 400gram,True,2022,13,"6,49",,2,Idrettslaget Skjalg,2022-05-21,Haugesund Friidrettsstadion,"Haugesund, Mailekene","2022-05-21|Haugesund Friidrettsstadion|Haugesund, Mailekene",True,
10000659,Spyd 500gram,True,2024,15,"14,77",,2,Idrettslaget Skjalg,2024-05-25,Haugesund Friidrettsstadion,"Haugesund, Mailekene 2024","2024-05-25|Haugesund Friidrettsstadion|Haugesund, Mailekene 2024",True,
10000659,Spyd 500gram,True,2024,15,"13,56",,2,Idrettslaget Skjalg,2024-05-23,Stavanger Stadion,"Stavanger, Coop Jærcup","2024-05-23|Stavanger Stadion|Stavanger, Coop Jærcup",True,
10000659,Spyd 500gram,True,2024,15,"13,51",,4,Idrettslaget Skjalg,2024-06-08,Sandnes Stadion,"Sandnes, KM Rogaland 2024","2024-06-08|Sandnes Stadion|Sandnes, KM Rogaland 2024",True,
10000659,60 meter,False,2022,13,"11,15",,4,Idrettslaget Skjalg,2022-02-15,Sandneshallen,"Sandnes, COOP Jærcup 2 inne","2022-02-15|Sandneshallen|Sandnes, COOP Jærcup 2 inne",True,
10000659,"Kule 2,0kg",False,2022,13,"7,74",,2,Idrettslaget Skjalg,2022-02-15,Sandneshallen,"Sandnes, COOP Jærcup 2 inne","2022-02-15|Sandneshallen|Sandnes, COOP Jærcup 2 inne",True,
10000659,"Kule 2,0kg",False,2022,13,"7,70",,2,Idrettslaget Skjalg,2022-02-24,Sandneshallen,"Sandnes, COOP Jærcup 3","2022-02-24|Sandneshallen|Sandnes, COOP Jærcup 3",True,
10000659,"Kule 2,0kg",False,2022,13,"7,63",,3,Idrettslaget Skjalg,2022-02-27,Sandneshallen,"Sandnes, Sørvestmesterskapet 2022","2022-02-27|Sandneshallen|Sandnes, Sørvestmesterskapet 2022",True,
10000659,"Kule 2,0kg",False,2022,13,"7,23",,3,Idrettslaget Skjalg,2022-03-13,Deep Ocean Arena,"Haugesund, KM innendørs 2022","2022-03-13|Deep Ocean Arena|Haugesund, KM innendørs 2022",True,
10000659,"Kule 3,0kg",False,2025,16,"9,10",,1,Idrettslaget Skjalg,2025-03-04,Sandneshallen,"Sandnes, COOP Jærcup 2 inne","2025-03-04|Sandneshallen|Sandnes, COOP Jærcup 2 inne",True,
10000659,"Kule 3,0kg",False,2025,16,"8,48",,2,Idrettslaget Skjalg,2025-02-15,Sandneshallen,"Sandnes, KM Rogaland inne 2025","2025-02-15|Sandneshallen|Sandnes, KM Rogaland inne 2025",True,
10000659,"Kule 3,0kg",False,2025,16,"8,33",,2,Idrettslaget Skjalg,2025-01-09,Sandneshallen,"Sandnes, COOP Jærcup 1 inne","2025-01-09|Sandneshallen|Sandnes, COOP Jærcup 1 inne",True,
10000659,"Kule 3,0kg",False,2025,16,"8,11",,2,Idrettslaget Skjalg,2025-01-25,Sandneshallen,"Sandnes, Sørvestmesterskapet 2025","2025-01-25|Sandneshallen|Sandnes, Sørvestmesterskapet 2025",True,
10000659,"Kule 3,0kg",False,2024,15,"7,55",,2,Idrettslaget Skjalg,2024-01-18,Sandneshallen,"Sandnes, COOP Jærcup Inne","2024-01-18|Sandneshallen|Sandnes, COOP Jærcup Inne",True,
10000659,"Kule 3,0kg",False,2023,14,"7,50",,2,Idrettslaget Skjalg,2023-03-09,Sandneshallen,"Sandnes, COOP Jærcup 3 inne","2023-03-09|Sandneshallen|Sandnes, COOP Jærcup 3 inne",True,
10000659,"Kule 3,0kg",False,2023,14,"7,12",,2,Idrettslaget Skjalg,2023-03-12,Deep Ocean Arena,"Haugesund, Innendørsstevne 3","2023-03-12|Deep Ocean Arena|Haugesund, Innendørsstevne 3",True,
10000659,"Kule 3,0kg",False,2023,14,"6,91",,3,Idrettslaget Skjalg,2023-02-05,Sandneshallen,"Sandnes, Sørvestmesterskapet 2023","2023-02-05|Sandneshallen|Sandnes, Sørvestmesterskapet 2023",True,
10000659,"Kule 3,0kg",False,2023,14,"6,79",,3,Idrettslaget Skjalg,2023-01-17,Sandneshallen,"Sandnes, COOP Jærcup 1","2023-01-17|Sandneshallen|Sandnes, COOP Jærcup 1",True,
10000659,"Kule 3,0kg",False,2023,14,"6,70",,3,Idrettslaget Skjalg,2023-02-14,Sandneshallen,"Sandnes, COOP Jærcup 2","2023-02-14|Sandneshallen|Sandnes, COOP Jærcup 2",True,
10000659,"Kule 3,0kg",False,2023,14,"6,51",,2,Idrettslaget Skjalg,2023-02-25,Sandneshallen,"Sandnes, KM Rogaland inne 2023","2023-02-25|Sandneshallen|Sandnes, KM Rogaland inne 2023",True,
2630,40 meter,True,2011,12,"7,0","+3,2",2,Bremnes Idrettslag,2011-05-12,Sentralidrettsanlegget i Bømlo,"Bømlo, Seriestemne","2011-05-12|Sentralidrettsanlegget i Bømlo|Bømlo, Seriestemne",False,For mye vind/Assisting wind
2630,60 meter,True,2013,14,"9,62","+2,0",7-h2,Bremnes Idrettslag,2013-05-19,Torvastad Idrettssenter,"Karmøy, Mailekene 2013","2013-05-19|Torvastad Idrettssenter|Karmøy, Mailekene 2013",True,
2630,60 meter,True,2013,14,"9,8","+1,3",2,Bremnes Idrettslag,2013-04-25,Sentralidrettsanlegget i Bømlo,"Bømlo, Seriestemne","2013-04-25|Sentralidrettsanlegget i Bømlo|Bømlo, Seriestemne",True,
2630,60 meter,True,2012,13,"10,3","+1,1",3,Bremnes Idrettslag,2012-04-26,Sentralidrettsanlegget i Bømlo,"Bømlo, Seriestemne","2012-04-26|Sentralidrettsanlegget i Bømlo|Bømlo, Seriestemne",True,
2630,60 meter,True,2011,12,"10,6","-1,1",2,Bremnes Idrettslag,2011-04-28,Sentralidrettsanlegget i Bømlo,"Bømlo, Seriestemne","2011-04-28|Sentralidrettsanlegget i Bømlo|Bømlo, Seriestemne",True,
2630,60 meter,True,2011,12,"10,74","-0,9",6-h3,Bremnes Idrettslag,2011-08-20,Stord Idrettspark,"Leirvik, Stordleikane 2011","2011-08-20|Stord Idrettspark|Leirvik, Stordleikane 2011",True,
